id,ts,operator_id,shift_id,ear_avg,perclos_60s,yawn_count,head_down_events,phone_detected,fatigue_score,fatigue_level
248,2026-06-01T04:37:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.091,0,0,false,0.199,low
249,2026-06-01T04:38:00Z,OP05,SH-2026-06-01-M06-D,0.265,0.093,0,0,false,0.202,low
250,2026-06-01T04:39:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.085,0,0,false,0.189,low
251,2026-06-01T04:40:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.1,0,0,false,0.212,low
252,2026-06-01T04:41:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.066,0,0,false,0.161,low
253,2026-06-01T04:42:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.113,0,0,false,0.232,low
254,2026-06-01T04:43:00Z,OP05,SH-2026-06-01-M06-D,0.273,0.131,1,0,false,0.309,low
255,2026-06-01T04:44:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.084,0,0,false,0.24,low
256,2026-06-01T04:45:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.078,0,0,false,0.231,low
257,2026-06-01T04:46:00Z,OP05,SH-2026-06-01-M06-D,0.314,0.069,0,0,false,0.218,low
258,2026-06-01T04:47:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.091,0,0,false,0.251,low
259,2026-06-01T04:48:00Z,OP05,SH-2026-06-01-M06-D,0.263,0.098,0,0,false,0.261,low
260,2026-06-01T04:49:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.079,0,0,false,0.233,low
261,2026-06-01T04:50:00Z,OP05,SH-2026-06-01-M06-D,0.283,0.096,0,0,false,0.259,low
262,2026-06-01T04:51:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.066,0,0,false,0.215,low
263,2026-06-01T04:52:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.094,0,0,false,0.257,low
264,2026-06-01T04:53:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.073,0,0,false,0.175,low
265,2026-06-01T04:54:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.084,0,0,false,0.191,low
266,2026-06-01T04:55:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.094,0,0,false,0.207,low
267,2026-06-01T04:56:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.082,0,0,false,0.189,low
268,2026-06-01T04:57:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.101,0,0,false,0.218,low
269,2026-06-01T04:58:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.092,0,0,false,0.205,low
270,2026-06-01T04:59:00Z,OP05,SH-2026-06-01-M06-D,0.302,0.083,0,0,false,0.192,low
271,2026-06-01T05:00:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.092,0,0,false,0.205,low
272,2026-06-01T05:01:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.092,0,0,false,0.205,low
273,2026-06-01T05:02:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.097,0,0,false,0.213,low
274,2026-06-01T05:03:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.112,0,0,false,0.236,low
275,2026-06-01T05:04:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.079,0,0,false,0.187,low
276,2026-06-01T05:05:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.1,0,0,false,0.218,low
277,2026-06-01T05:06:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.119,0,0,false,0.247,low
278,2026-06-01T05:07:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.093,0,0,false,0.209,low
279,2026-06-01T05:08:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.112,0,0,false,0.238,low
280,2026-06-01T05:09:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.088,0,0,false,0.202,low
281,2026-06-01T05:10:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.081,0,0,false,0.191,low
282,2026-06-01T05:11:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.087,0,0,false,0.2,low
283,2026-06-01T05:12:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.098,0,0,false,0.217,low
284,2026-06-01T05:13:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.083,0,0,false,0.195,low
285,2026-06-01T05:14:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.08,0,0,false,0.192,low
286,2026-06-01T05:15:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.069,0,0,false,0.175,low
287,2026-06-01T05:16:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.117,0,0,false,0.247,low
288,2026-06-01T05:17:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.117,0,0,false,0.247,low
289,2026-06-01T05:18:00Z,OP05,SH-2026-06-01-M06-D,0.305,0.083,0,0,false,0.196,low
290,2026-06-01T05:19:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.116,0,0,false,0.247,low
291,2026-06-01T05:20:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.109,0,0,false,0.236,low
292,2026-06-01T05:21:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.099,0,0,false,0.222,low
293,2026-06-01T05:22:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.103,0,0,false,0.228,low
294,2026-06-01T05:23:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.099,0,0,false,0.221,low
295,2026-06-01T05:24:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.105,0,0,false,0.231,low
296,2026-06-01T05:25:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.092,0,0,false,0.211,low
297,2026-06-01T05:26:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.105,0,0,false,0.231,low
298,2026-06-01T05:27:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.103,0,0,false,0.229,low
299,2026-06-01T05:28:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.105,0,0,false,0.231,low
300,2026-06-01T05:29:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.081,0,0,false,0.197,low
301,2026-06-01T05:30:00Z,OP05,SH-2026-06-01-M06-D,0.302,0.126,0,0,false,0.264,low
302,2026-06-01T05:31:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.104,0,0,false,0.231,low
303,2026-06-01T05:32:00Z,OP05,SH-2026-06-01-M06-D,0.273,0.082,0,0,false,0.198,low
304,2026-06-01T05:33:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.095,0,0,false,0.218,low
305,2026-06-01T05:34:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.095,0,0,false,0.218,low
306,2026-06-01T05:35:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.104,0,0,false,0.232,low
307,2026-06-01T05:36:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.099,0,0,false,0.226,low
308,2026-06-01T05:37:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.091,1,0,false,0.263,low
309,2026-06-01T05:38:00Z,OP05,SH-2026-06-01-M06-D,0.266,0.104,0,0,false,0.282,low
310,2026-06-01T05:39:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.058,0,0,false,0.214,low
311,2026-06-01T05:40:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.107,0,0,false,0.289,low
312,2026-06-01T05:41:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.114,0,0,false,0.299,low
313,2026-06-01T05:42:00Z,OP05,SH-2026-06-01-M06-D,0.272,0.121,0,0,false,0.31,low
314,2026-06-01T05:43:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.103,0,0,false,0.282,low
315,2026-06-01T05:44:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.099,0,0,false,0.277,low
316,2026-06-01T05:45:00Z,OP05,SH-2026-06-01-M06-D,0.294,0.099,0,0,false,0.277,low
317,2026-06-01T05:46:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.107,0,0,false,0.29,low
318,2026-06-01T05:47:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.112,0,0,false,0.247,low
319,2026-06-01T05:48:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.075,0,0,false,0.192,low
320,2026-06-01T05:49:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.105,0,0,false,0.237,low
321,2026-06-01T05:50:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.123,0,0,false,0.264,low
322,2026-06-01T05:51:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.105,0,0,false,0.237,low
323,2026-06-01T05:52:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.106,0,0,false,0.239,low
324,2026-06-01T05:53:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.129,0,0,false,0.274,low
325,2026-06-01T05:54:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.095,0,0,false,0.223,low
326,2026-06-01T05:55:00Z,OP05,SH-2026-06-01-M06-D,0.268,0.093,0,0,false,0.221,low
327,2026-06-01T05:56:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.132,0,0,false,0.28,low
328,2026-06-01T05:57:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.1,0,0,false,0.231,low
329,2026-06-01T05:58:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.123,0,0,false,0.267,low
330,2026-06-01T05:59:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.126,0,0,false,0.271,low
331,2026-06-01T06:00:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.129,0,0,false,0.277,low
332,2026-06-01T06:01:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.082,0,0,false,0.206,low
333,2026-06-01T06:02:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.133,0,0,false,0.283,low
334,2026-06-01T06:03:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.128,0,0,false,0.275,low
335,2026-06-01T06:04:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.105,0,0,false,0.241,low
336,2026-06-01T06:05:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.116,0,0,false,0.258,low
337,2026-06-01T06:06:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.114,0,0,false,0.255,low
338,2026-06-01T06:07:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.11,0,0,false,0.25,low
339,2026-06-01T06:08:00Z,OP05,SH-2026-06-01-M06-D,0.293,0.096,0,0,false,0.229,low
340,2026-06-01T06:09:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.094,0,0,false,0.226,low
341,2026-06-01T06:10:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.127,0,0,false,0.276,low
342,2026-06-01T06:11:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.099,0,0,false,0.234,low
343,2026-06-01T06:12:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.127,0,0,false,0.277,low
344,2026-06-01T06:13:00Z,OP05,SH-2026-06-01-M06-D,0.268,0.104,0,0,false,0.242,low
345,2026-06-01T06:14:00Z,OP05,SH-2026-06-01-M06-D,0.269,0.129,0,0,false,0.279,low
346,2026-06-01T06:15:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.124,0,0,false,0.272,low
347,2026-06-01T06:16:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.116,0,0,false,0.261,low
348,2026-06-01T06:17:00Z,OP05,SH-2026-06-01-M06-D,0.265,0.117,0,0,false,0.262,low
349,2026-06-01T06:18:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.126,0,0,false,0.276,low
350,2026-06-01T06:19:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.114,0,0,false,0.258,low
351,2026-06-01T06:20:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.12,0,0,false,0.268,low
352,2026-06-01T06:21:00Z,OP05,SH-2026-06-01-M06-D,0.264,0.105,0,0,false,0.245,low
353,2026-06-01T06:22:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.113,0,0,false,0.258,low
354,2026-06-01T06:23:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.123,0,0,false,0.273,low
355,2026-06-01T06:24:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.128,0,0,false,0.281,low
356,2026-06-01T06:25:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.095,0,0,false,0.231,low
357,2026-06-01T06:26:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.092,0,0,false,0.227,low
358,2026-06-01T06:27:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.109,0,0,false,0.253,low
359,2026-06-01T06:28:00Z,OP05,SH-2026-06-01-M06-D,0.31,0.09,0,0,false,0.225,low
360,2026-06-01T06:29:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.099,0,0,false,0.238,low
361,2026-06-01T06:30:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.117,0,0,false,0.265,low
362,2026-06-01T06:31:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.13,0,0,false,0.285,low
363,2026-06-01T06:32:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.089,0,0,false,0.224,low
364,2026-06-01T06:33:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.116,0,0,false,0.265,low
365,2026-06-01T06:34:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.109,0,0,false,0.255,low
366,2026-06-01T06:35:00Z,OP05,SH-2026-06-01-M06-D,0.247,0.115,1,0,false,0.314,low
367,2026-06-01T06:36:00Z,OP05,SH-2026-06-01-M06-D,0.247,0.159,0,1,false,0.43,medium
368,2026-06-01T06:37:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.101,0,0,false,0.343,low
369,2026-06-01T06:38:00Z,OP05,SH-2026-06-01-M06-D,0.257,0.12,0,0,false,0.372,medium
370,2026-06-01T06:39:00Z,OP05,SH-2026-06-01-M06-D,0.266,0.111,0,0,false,0.359,medium
371,2026-06-01T06:40:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.112,0,0,false,0.36,medium
372,2026-06-01T06:41:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.121,0,0,false,0.374,medium
373,2026-06-01T06:42:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.102,0,0,false,0.346,low
374,2026-06-01T06:43:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.141,0,0,false,0.404,medium
375,2026-06-01T06:44:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.123,0,0,false,0.378,medium
376,2026-06-01T06:45:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.091,0,0,false,0.28,low
377,2026-06-01T06:46:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.116,0,0,false,0.268,low
378,2026-06-01T06:47:00Z,OP05,SH-2026-06-01-M06-D,0.264,0.116,0,0,false,0.268,low
379,2026-06-01T06:48:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.108,0,0,false,0.256,low
380,2026-06-01T06:49:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.138,1,0,false,0.352,medium
381,2026-06-01T06:50:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.117,0,0,false,0.32,low
382,2026-06-01T06:51:00Z,OP05,SH-2026-06-01-M06-D,0.301,0.104,0,0,false,0.301,low
383,2026-06-01T06:52:00Z,OP05,SH-2026-06-01-M06-D,0.298,0.116,1,0,false,0.369,medium
384,2026-06-01T06:53:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.138,0,0,false,0.402,medium
385,2026-06-01T06:54:00Z,OP05,SH-2026-06-01-M06-D,0.267,0.113,0,1,false,0.416,medium
386,2026-06-01T06:55:00Z,OP05,SH-2026-06-01-M06-D,0.271,0.119,0,0,false,0.425,medium
387,2026-06-01T06:56:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.081,0,0,false,0.368,medium
388,2026-06-01T06:57:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.085,0,0,false,0.374,medium
389,2026-06-01T06:58:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.133,1,0,false,0.497,medium
390,2026-06-01T06:59:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.15,0,0,false,0.472,medium
391,2026-06-01T07:00:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.104,0,0,false,0.404,medium
392,2026-06-01T07:01:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.117,0,0,false,0.423,medium
393,2026-06-01T07:02:00Z,OP05,SH-2026-06-01-M06-D,0.296,0.109,0,0,false,0.361,medium
394,2026-06-01T07:03:00Z,OP05,SH-2026-06-01-M06-D,0.282,0.129,0,0,false,0.392,medium
395,2026-06-01T07:04:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.124,0,0,false,0.334,low
396,2026-06-01T07:05:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.113,0,0,false,0.318,low
397,2026-06-01T07:06:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.114,0,0,false,0.32,low
398,2026-06-01T07:07:00Z,OP05,SH-2026-06-01-M06-D,0.312,0.119,0,0,false,0.328,low
399,2026-06-01T07:08:00Z,OP05,SH-2026-06-01-M06-D,0.297,0.113,0,0,false,0.269,low
400,2026-06-01T07:09:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.132,0,0,false,0.298,low
401,2026-06-01T07:10:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.105,0,0,false,0.258,low
402,2026-06-01T07:11:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.126,0,0,false,0.29,low
403,2026-06-01T07:12:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.093,0,0,false,0.24,low
404,2026-06-01T07:13:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.134,0,0,false,0.301,low
405,2026-06-01T07:14:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.138,0,0,false,0.308,low
406,2026-06-01T07:15:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.126,0,0,false,0.291,low
407,2026-06-01T07:16:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.099,0,0,false,0.25,low
408,2026-06-01T07:17:00Z,OP05,SH-2026-06-01-M06-D,0.271,0.109,0,0,false,0.265,low
409,2026-06-01T07:18:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.121,0,0,false,0.283,low
410,2026-06-01T07:19:00Z,OP05,SH-2026-06-01-M06-D,0.283,0.134,0,0,false,0.303,low
411,2026-06-01T07:20:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.15,0,1,false,0.378,medium
412,2026-06-01T07:21:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.11,0,0,false,0.318,low
413,2026-06-01T07:22:00Z,OP05,SH-2026-06-01-M06-D,0.252,0.107,0,0,false,0.313,low
414,2026-06-01T07:23:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.11,0,0,false,0.319,low
415,2026-06-01T07:24:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.135,0,0,false,0.356,medium
416,2026-06-01T07:25:00Z,OP05,SH-2026-06-01-M06-D,0.295,0.106,0,0,false,0.313,low
417,2026-06-01T07:26:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.143,0,0,false,0.369,medium
418,2026-06-01T07:27:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.107,0,0,false,0.315,low
419,2026-06-01T07:28:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.106,0,0,false,0.314,low
420,2026-06-01T07:29:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.11,0,0,false,0.319,low
421,2026-06-01T07:30:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.123,0,0,false,0.289,low
422,2026-06-01T07:31:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.138,0,0,false,0.312,low
423,2026-06-01T07:32:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.122,0,0,false,0.289,low
424,2026-06-01T07:33:00Z,OP05,SH-2026-06-01-M06-D,0.299,0.083,0,0,false,0.23,low
425,2026-06-01T07:34:00Z,OP05,SH-2026-06-01-M06-D,0.259,0.126,0,0,false,0.295,low
426,2026-06-01T07:35:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.135,0,0,false,0.308,low
427,2026-06-01T07:36:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.127,0,0,false,0.296,low
428,2026-06-01T07:37:00Z,OP05,SH-2026-06-01-M06-D,0.272,0.124,0,0,false,0.293,low
429,2026-06-01T07:38:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.11,0,0,false,0.271,low
430,2026-06-01T07:39:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.11,0,0,false,0.272,low
431,2026-06-01T07:40:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.131,0,0,false,0.304,low
432,2026-06-01T07:41:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.131,0,0,false,0.305,low
433,2026-06-01T07:42:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.135,0,0,false,0.311,low
434,2026-06-01T07:43:00Z,OP05,SH-2026-06-01-M06-D,0.283,0.13,0,0,false,0.303,low
435,2026-06-01T07:44:00Z,OP05,SH-2026-06-01-M06-D,0.267,0.148,0,0,false,0.331,low
436,2026-06-01T07:45:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.129,0,0,false,0.302,low
437,2026-06-01T07:46:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.126,0,0,false,0.299,low
438,2026-06-01T07:47:00Z,OP05,SH-2026-06-01-M06-D,0.272,0.179,0,0,false,0.378,medium
439,2026-06-01T07:48:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.123,1,0,false,0.344,low
440,2026-06-01T07:49:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.123,0,0,false,0.344,low
441,2026-06-01T07:50:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.117,0,0,false,0.336,low
442,2026-06-01T07:51:00Z,OP05,SH-2026-06-01-M06-D,0.263,0.121,1,0,false,0.392,medium
443,2026-06-01T07:52:00Z,OP05,SH-2026-06-01-M06-D,0.266,0.14,0,0,false,0.42,medium
444,2026-06-01T07:53:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.136,0,0,false,0.415,medium
445,2026-06-01T07:54:00Z,OP05,SH-2026-06-01-M06-D,0.256,0.15,0,0,false,0.436,medium
446,2026-06-01T07:55:00Z,OP05,SH-2026-06-01-M06-D,0.318,0.126,0,1,false,0.45,medium
447,2026-06-01T07:56:00Z,OP05,SH-2026-06-01-M06-D,0.286,0.097,0,0,false,0.408,medium
448,2026-06-01T07:57:00Z,OP05,SH-2026-06-01-M06-D,0.256,0.145,0,0,false,0.48,medium
449,2026-06-01T07:58:00Z,OP05,SH-2026-06-01-M06-D,0.275,0.122,0,0,false,0.395,medium
450,2026-06-01T07:59:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.119,0,0,false,0.391,medium
451,2026-06-01T08:00:00Z,OP05,SH-2026-06-01-M06-D,0.273,0.134,0,0,false,0.413,medium
452,2026-06-01T08:01:00Z,OP05,SH-2026-06-01-M06-D,0.29,0.135,1,0,false,0.415,medium
453,2026-06-01T08:02:00Z,OP05,SH-2026-06-01-M06-D,0.255,0.13,0,0,false,0.409,medium
454,2026-06-01T08:03:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.138,0,0,false,0.42,medium
455,2026-06-01T08:04:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.115,0,0,false,0.386,medium
456,2026-06-01T08:05:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.135,0,0,false,0.367,medium
457,2026-06-01T08:06:00Z,OP05,SH-2026-06-01-M06-D,0.278,0.141,0,1,false,0.426,medium
458,2026-06-01T08:07:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.14,0,0,false,0.424,medium
459,2026-06-01T08:08:00Z,OP05,SH-2026-06-01-M06-D,0.285,0.111,0,0,false,0.381,medium
460,2026-06-01T08:09:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.113,0,0,false,0.384,medium
461,2026-06-01T08:10:00Z,OP05,SH-2026-06-01-M06-D,0.271,0.14,0,0,false,0.424,medium
462,2026-06-01T08:11:00Z,OP05,SH-2026-06-01-M06-D,0.274,0.137,0,0,false,0.37,medium
463,2026-06-01T08:12:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.151,1,0,false,0.442,medium
464,2026-06-01T08:13:00Z,OP05,SH-2026-06-01-M06-D,0.291,0.091,0,0,false,0.352,medium
465,2026-06-01T08:14:00Z,OP05,SH-2026-06-01-M06-D,0.272,0.156,0,0,false,0.45,medium
466,2026-06-01T08:15:00Z,OP05,SH-2026-06-01-M06-D,0.289,0.128,1,0,false,0.458,medium
467,2026-06-01T08:16:00Z,OP05,SH-2026-06-01-M06-D,0.27,0.172,0,0,false,0.474,medium
468,2026-06-01T08:17:00Z,OP05,SH-2026-06-01-M06-D,0.268,0.13,0,0,false,0.412,medium
469,2026-06-01T08:18:00Z,OP05,SH-2026-06-01-M06-D,0.28,0.131,0,0,false,0.414,medium
470,2026-06-01T08:19:00Z,OP05,SH-2026-06-01-M06-D,0.287,0.131,0,0,false,0.414,medium
471,2026-06-01T08:20:00Z,OP05,SH-2026-06-01-M06-D,0.265,0.169,1,0,false,0.52,medium
472,2026-06-01T08:21:00Z,OP05,SH-2026-06-01-M06-D,0.251,0.135,0,0,false,0.47,medium
473,2026-06-01T08:22:00Z,OP05,SH-2026-06-01-M06-D,0.279,0.145,0,0,false,0.436,medium
474,2026-06-01T08:23:00Z,OP05,SH-2026-06-01-M06-D,0.276,0.148,0,0,false,0.441,medium
475,2026-06-01T08:24:00Z,OP05,SH-2026-06-01-M06-D,0.284,0.126,0,0,false,0.407,medium
476,2026-06-01T08:25:00Z,OP05,SH-2026-06-01-M06-D,0.256,0.137,0,0,false,0.374,medium
477,2026-06-01T08:26:00Z,OP05,SH-2026-06-01-M06-D,0.288,0.123,0,0,false,0.353,medium
478,2026-06-01T08:27:00Z,OP05,SH-2026-06-01-M06-D,0.277,0.117,0,0,false,0.345,low
479,2026-06-01T08:28:00Z,OP05,SH-2026-06-01-M06-D,0.292,0.12,0,0,false,0.349,low
480,2026-06-01T08:29:00Z,OP05,SH-2026-06-01-M06-D,0.281,0.123,0,0,false,0.355,medium
481,2026-06-01T00:30:00Z,OP06,SH-2026-06-01-M01-D,0.299,0.046,0,0,false,0.069,low
482,2026-06-01T00:31:00Z,OP06,SH-2026-06-01-M01-D,0.321,0.034,0,0,false,0.051,low
483,2026-06-01T00:32:00Z,OP06,SH-2026-06-01-M01-D,0.287,0.044,0,0,false,0.067,low
484,2026-06-01T00:33:00Z,OP06,SH-2026-06-01-M01-D,0.306,0.014,0,0,false,0.021,low
485,2026-06-01T00:34:00Z,OP06,SH-2026-06-01-M01-D,0.313,0.048,0,0,false,0.073,low
486,2026-06-01T00:35:00Z,OP06,SH-2026-06-01-M01-D,0.304,0.03,0,0,false,0.046,low
487,2026-06-01T00:36:00Z,OP06,SH-2026-06-01-M01-D,0.304,0.039,0,0,false,0.06,low
488,2026-06-01T00:37:00Z,OP06,SH-2026-06-01-M01-D,0.299,0.04,0,0,false,0.062,low
489,2026-06-01T00:38:00Z,OP06,SH-2026-06-01-M01-D,0.308,0.015,0,0,false,0.024,low
490,2026-06-01T00:39:00Z,OP06,SH-2026-06-01-M01-D,0.293,0.046,0,0,false,0.071,low
491,2026-06-01T00:40:00Z,OP06,SH-2026-06-01-M01-D,0.289,0.039,0,0,false,0.061,low
492,2026-06-01T00:41:00Z,OP06,SH-2026-06-01-M01-D,0.28,0.065,0,0,false,0.1,low
493,2026-06-01T00:42:00Z,OP06,SH-2026-06-01-M01-D,0.302,0.056,0,0,false,0.087,low
494,2026-06-01T00:43:00Z,OP06,SH-2026-06-01-M01-D,0.303,0.022,0,0,false,0.036,low
