id,ts,machine_id,operator_id,shift_id,engine_rpm,engine_load_pct,coolant_temp_c,engine_oil_temp_c,oil_pressure_kpa,hydraulic_pressure_bar,hydraulic_oil_temp_c,fuel_rate_lph,fuel_level_pct,battery_voltage,vibration_rms_g,ground_speed_kmh,pitch_deg,roll_deg,gps_lat,gps_lon,seatbelt_fastened,is_idle,fault_code,anomaly_label,anomaly_type
422,2026-06-01T07:31:00Z,M01,OP06,SH-2026-06-01-M01-D,1679.7,60.2,83.66,91.84,363.4,320.7,72.09,20.38,60.64,27.2,0.656,0.19,1.25,3.69,12.918924,79.13176,true,false,,false,
423,2026-06-01T07:32:00Z,M01,OP06,SH-2026-06-01-M01-D,1657.5,58.91,83.52,91.89,356.8,366.1,71.86,19.98,60.54,27.23,0.603,0.38,2.04,2.02,12.918981,79.131756,true,false,,false,
424,2026-06-01T07:33:00Z,M01,OP06,SH-2026-06-01-M01-D,1720.9,56.9,83.71,92.31,356.7,339.8,71.88,19.99,60.45,27.22,0.593,0.06,0.38,2.36,12.919011,79.131759,true,false,,false,
425,2026-06-01T07:34:00Z,M01,OP06,SH-2026-06-01-M01-D,1775.5,57.3,83.68,91.92,346.6,313.4,71.8,20.22,60.35,27.29,0.627,0.23,-0.02,2.19,12.91904,79.131777,true,false,,false,
426,2026-06-01T07:35:00Z,M01,OP06,SH-2026-06-01-M01-D,1171.7,20.92,82.96,90.1,247.9,110.6,71.17,8.7,60.25,27.02,0.309,0.0,0.06,1.02,12.91904,79.131777,false,true,,false,
427,2026-06-01T07:36:00Z,M01,OP06,SH-2026-06-01-M01-D,954.6,13.81,82.57,88.49,222.5,58.2,70.43,5.53,60.21,26.96,0.224,0.0,0.47,0.5,12.91904,79.131777,false,true,,false,
428,2026-06-01T07:37:00Z,M01,OP06,SH-2026-06-01-M01-D,906.3,7.83,81.88,87.7,217.2,56.3,69.8,4.01,60.18,27.0,0.219,0.0,0.68,0.48,12.91904,79.131777,false,true,,false,
429,2026-06-01T07:38:00Z,M01,OP06,SH-2026-06-01-M01-D,888.3,6.87,81.5,86.88,213.5,39.6,69.23,3.45,60.16,27.06,0.186,0.0,0.79,-0.05,12.91904,79.131777,false,true,,false,
430,2026-06-01T07:39:00Z,M01,OP06,SH-2026-06-01-M01-D,895.0,4.71,81.29,86.55,208.4,32.1,68.52,3.36,60.15,27.17,0.18,0.0,0.42,-0.13,12.91904,79.131777,true,true,,false,
431,2026-06-01T00:30:00Z,M06,OP10,SH-2026-06-01-M06-D,858.9,6.38,79.81,87.26,203.2,0.0,46.57,3.6,97.28,26.98,0.105,0.0,0.2,-0.59,12.917416,79.132154,true,true,,false,
432,2026-06-01T00:31:00Z,M06,OP10,SH-2026-06-01-M06-D,867.6,5.31,79.6,87.72,182.3,0.0,46.64,3.24,97.27,26.97,0.147,0.0,-0.36,0.06,12.917416,79.132154,true,true,,false,
433,2026-06-01T00:32:00Z,M06,OP10,SH-2026-06-01-M06-D,879.6,5.69,79.31,87.39,173.3,0.0,46.68,3.45,97.26,26.97,0.122,0.0,-0.09,-0.57,12.917416,79.132154,true,true,,false,
434,2026-06-01T00:33:00Z,M06,OP10,SH-2026-06-01-M06-D,880.2,6.75,78.83,86.95,184.8,0.0,46.79,3.13,97.25,27.07,0.078,0.0,-0.32,-0.23,12.917416,79.132154,true,true,,false,
435,2026-06-01T00:34:00Z,M06,OP10,SH-2026-06-01-M06-D,873.7,9.56,78.43,87.75,189.8,0.0,47.01,3.07,97.24,27.04,0.13,0.0,-0.05,-0.12,12.917416,79.132154,true,true,,false,
436,2026-06-01T00:35:00Z,M06,OP10,SH-2026-06-01-M06-D,892.0,7.98,78.21,88.52,186.6,0.0,47.05,3.3,97.23,27.15,0.142,0.0,0.08,0.56,12.917416,79.132154,true,true,,false,
437,2026-06-01T00:36:00Z,M06,OP10,SH-2026-06-01-M06-D,877.9,8.13,77.96,88.12,194.9,0.0,46.98,3.33,97.22,27.25,0.123,0.0,0.31,0.3,12.917416,79.132154,true,true,,false,
438,2026-06-01T00:37:00Z,M06,OP10,SH-2026-06-01-M06-D,900.1,7.19,77.71,88.14,189.7,0.0,47.01,3.31,97.21,27.36,0.093,0.0,0.07,0.01,12.917416,79.132154,true,true,,false,
439,2026-06-01T00:38:00Z,M06,OP10,SH-2026-06-01-M06-D,902.4,9.51,77.33,88.56,193.5,0.0,47.21,3.68,97.2,27.38,0.082,0.0,-0.44,0.08,12.917416,79.132154,true,true,,false,
440,2026-06-01T00:39:00Z,M06,OP10,SH-2026-06-01-M06-D,1537.2,34.68,78.24,91.11,276.4,0.0,47.59,20.29,97.19,27.81,0.251,2.54,2.1,0.77,12.91705,79.132261,true,false,,false,
441,2026-06-01T00:40:00Z,M06,OP10,SH-2026-06-01-M06-D,1746.2,46.67,78.24,91.91,288.7,0.0,48.08,24.53,97.12,27.99,0.287,3.26,0.24,2.24,12.916577,79.132384,true,false,,false,
442,2026-06-01T00:41:00Z,M06,OP10,SH-2026-06-01-M06-D,1806.0,50.06,78.41,92.89,288.5,0.0,48.49,24.48,97.05,27.99,0.275,3.09,0.01,3.82,12.916174,79.132614,true,false,,false,
443,2026-06-01T00:42:00Z,M06,OP10,SH-2026-06-01-M06-D,1838.3,52.46,78.65,93.58,290.2,0.0,48.83,24.59,96.97,28.05,0.298,3.5,-0.62,3.73,12.915757,79.132934,true,false,,false,
444,2026-06-01T00:43:00Z,M06,OP10,SH-2026-06-01-M06-D,1821.1,50.73,79.25,93.83,293.0,0.0,49.51,25.13,96.9,28.12,0.281,3.13,0.25,3.14,12.915326,79.13312,true,false,,false,
445,2026-06-01T00:44:00Z,M06,OP10,SH-2026-06-01-M06-D,1729.6,42.62,78.97,93.66,278.4,0.0,49.83,24.47,96.82,28.22,0.314,25.88,0.76,3.17,12.91157,79.134117,true,false,,false,
446,2026-06-01T00:45:00Z,M06,OP10,SH-2026-06-01-M06-D,1674.9,43.68,78.79,93.9,282.6,0.0,50.07,24.48,96.74,28.22,0.26,31.97,0.73,2.88,12.906987,79.132688,true,false,,false,
447,2026-06-01T00:46:00Z,M06,OP10,SH-2026-06-01-M06-D,1686.9,41.87,78.92,92.89,269.2,0.0,50.36,24.25,96.67,28.22,0.275,31.56,1.2,2.45,12.909932,79.128975,true,false,,false,
448,2026-06-01T00:47:00Z,M06,OP10,SH-2026-06-01-M06-D,1151.7,17.15,78.54,91.67,189.9,0.0,50.26,8.9,96.59,27.84,0.163,0.0,1.18,1.92,12.909932,79.128975,true,true,,false,
449,2026-06-01T00:48:00Z,M06,OP10,SH-2026-06-01-M06-D,1583.3,31.27,78.44,92.09,238.4,0.0,50.44,18.0,96.57,28.17,0.305,20.16,0.85,2.12,12.911372,79.126313,true,false,,false,
450,2026-06-01T00:49:00Z,M06,OP10,SH-2026-06-01-M06-D,1691.3,39.01,78.68,92.79,256.9,0.0,50.57,21.67,96.51,28.22,0.345,25.04,0.37,2.27,12.914359,79.124029,true,false,,false,
451,2026-06-01T00:50:00Z,M06,OP10,SH-2026-06-01-M06-D,1728.4,42.52,78.73,93.71,258.7,0.0,50.84,22.52,96.44,28.16,0.37,24.1,0.77,3.1,12.916011,79.12081,true,false,,false,
452,2026-06-01T00:51:00Z,M06,OP10,SH-2026-06-01-M06-D,1200.2,21.0,78.52,93.3,186.4,0.0,50.86,8.88,96.37,27.9,0.234,0.0,1.12,2.64,12.916011,79.12081,true,true,,false,
453,2026-06-01T00:52:00Z,M06,OP10,SH-2026-06-01-M06-D,1694.3,43.15,79.13,95.37,258.0,0.0,51.13,19.28,96.35,28.26,0.287,3.76,1.29,3.52,12.916301,79.120325,true,false,,false,
454,2026-06-01T00:53:00Z,M06,OP10,SH-2026-06-01-M06-D,1832.3,50.56,79.57,96.74,261.4,0.0,51.65,22.58,96.29,28.36,0.373,1.7,1.75,0.74,12.916502,79.120167,true,false,,false,
455,2026-06-01T00:54:00Z,M06,OP10,SH-2026-06-01-M06-D,1836.1,50.58,79.84,98.0,270.0,0.0,52.07,22.09,96.22,28.31,0.378,2.08,2.39,1.32,12.916714,79.119939,true,false,,false,
456,2026-06-01T00:55:00Z,M06,OP10,SH-2026-06-01-M06-D,1672.3,41.69,79.86,98.35,261.9,0.0,52.3,21.63,96.15,28.29,0.352,25.29,2.34,1.21,12.917619,79.116251,true,false,,false,
457,2026-06-01T00:56:00Z,M06,OP10,SH-2026-06-01-M06-D,1641.6,41.22,79.83,98.73,251.8,0.0,52.74,20.98,96.08,28.34,0.375,31.12,0.34,1.06,12.921812,79.118314,true,false,,false,
458,2026-06-01T00:57:00Z,M06,OP10,SH-2026-06-01-M06-D,1629.3,38.78,79.68,99.0,259.1,0.0,52.91,20.32,96.02,28.41,0.338,32.97,-0.21,0.32,12.922244,79.123245,true,false,,false,
459,2026-06-01T00:58:00Z,M06,OP10,SH-2026-06-01-M06-D,1803.4,54.04,80.06,100.09,270.7,0.0,53.12,20.08,95.96,28.42,0.324,12.28,-0.66,1.17,12.923086,79.124886,true,false,,false,
460,2026-06-01T00:59:00Z,M06,OP10,SH-2026-06-01-M06-D,1695.8,44.61,80.49,100.01,266.9,0.0,53.52,20.37,95.89,28.38,0.288,27.81,0.02,2.05,12.924916,79.128639,true,false,,false,
461,2026-06-01T01:00:00Z,M06,OP10,SH-2026-06-01-M06-D,1619.5,39.72,80.64,99.56,263.0,0.0,53.76,20.39,95.83,28.46,0.33,25.72,-1.33,2.4,12.924201,79.132434,true,false,,false,
462,2026-06-01T01:01:00Z,M06,OP10,SH-2026-06-01-M06-D,1633.4,40.21,80.14,99.93,255.8,0.0,54.04,20.16,95.77,28.41,0.327,27.54,-1.43,1.8,12.924771,79.136529,true,false,,false,
463,2026-06-01T01:02:00Z,M06,OP10,SH-2026-06-01-M06-D,1773.6,50.76,80.29,100.05,269.1,0.0,54.4,20.24,95.71,28.35,0.342,9.8,-1.05,1.77,12.92586,79.13752,true,false,,false,
464,2026-06-01T01:03:00Z,M06,OP10,SH-2026-06-01-M06-D,1788.2,48.8,80.46,100.21,271.0,0.0,54.9,19.93,95.64,28.29,0.317,4.69,-1.23,1.1,12.925429,79.136962,true,false,,false,
465,2026-06-01T01:04:00Z,M06,OP10,SH-2026-06-01-M06-D,1773.8,49.66,80.37,100.41,274.8,0.0,55.21,20.16,95.58,28.38,0.388,2.72,0.45,0.16,12.925307,79.136573,true,false,,false,
466,2026-06-01T01:05:00Z,M06,OP10,SH-2026-06-01-M06-D,1661.1,40.16,80.22,99.6,268.3,0.0,55.16,20.65,95.52,28.3,0.378,13.73,1.22,0.92,12.923944,79.135026,true,false,,false,
467,2026-06-01T01:06:00Z,M06,OP10,SH-2026-06-01-M06-D,1592.1,36.36,80.28,99.38,259.5,0.0,55.23,20.17,95.46,28.23,0.338,18.44,0.18,-0.19,12.92305,79.132406,true,false,,false,
468,2026-06-01T01:07:00Z,M06,OP10,SH-2026-06-01-M06-D,1629.7,36.76,80.49,98.74,265.2,0.0,55.34,20.4,95.39,28.19,0.396,20.28,0.47,0.68,12.922637,79.129389,true,false,,false,
469,2026-06-01T01:08:00Z,M06,OP10,SH-2026-06-01-M06-D,1811.0,46.69,80.58,99.06,285.9,0.0,55.69,21.04,95.33,28.18,0.395,6.57,2.75,2.35,12.922145,79.128534,true,false,,false,
470,2026-06-01T01:09:00Z,M06,OP10,SH-2026-06-01-M06-D,1715.7,40.63,80.01,98.41,286.7,0.0,55.95,21.44,95.27,28.23,0.343,10.88,1.96,1.9,12.921346,79.127108,true,false,,false,
471,2026-06-01T01:10:00Z,M06,OP10,SH-2026-06-01-M06-D,1674.0,39.07,80.29,97.87,288.0,0.0,56.07,21.2,95.2,28.25,0.331,10.3,1.72,3.0,12.920724,79.125692,true,false,,false,
472,2026-06-01T01:11:00Z,M06,OP10,SH-2026-06-01-M06-D,1726.5,36.92,80.32,97.27,290.5,0.0,56.16,20.48,95.13,28.17,0.347,13.23,0.59,2.12,12.919581,79.124068,true,false,,false,
473,2026-06-01T01:12:00Z,M06,OP10,SH-2026-06-01-M06-D,1695.8,35.18,79.95,96.69,294.7,0.0,56.17,20.2,95.07,28.05,0.348,15.74,0.32,2.27,12.918588,79.121923,true,false,,false,
474,2026-06-01T01:13:00Z,M06,OP10,SH-2026-06-01-M06-D,1762.6,36.77,80.11,96.06,290.5,0.0,56.11,20.8,95.01,27.98,0.368,17.55,-0.49,1.42,12.916595,79.120199,true,false,,false,
475,2026-06-01T01:14:00Z,M06,OP10,SH-2026-06-01-M06-D,1717.2,36.42,80.33,95.86,293.8,0.0,56.16,20.19,94.94,27.82,0.349,14.73,-0.55,2.79,12.914792,79.118918,true,false,,false,
476,2026-06-01T01:15:00Z,M06,OP10,SH-2026-06-01-M06-D,1748.0,40.1,80.88,95.78,303.7,0.0,56.32,20.09,94.88,27.72,0.384,17.72,1.99,2.47,12.91608,79.121247,true,false,,false,
477,2026-06-01T01:16:00Z,M06,OP10,SH-2026-06-01-M06-D,1667.2,41.53,80.55,95.76,293.0,0.0,56.51,19.72,94.82,27.72,0.347,16.47,-2.12,0.8,12.917629,79.123175,true,false,,false,
478,2026-06-01T01:17:00Z,M06,OP10,SH-2026-06-01-M06-D,1620.1,41.05,80.32,95.85,286.1,0.0,56.71,20.13,94.76,27.66,0.322,15.32,-0.74,-0.46,12.919427,79.124609,true,false,,false,
479,2026-06-01T01:18:00Z,M06,OP10,SH-2026-06-01-M06-D,1578.7,41.69,80.2,96.11,291.3,0.0,56.85,20.31,94.7,27.59,0.353,11.42,-0.12,-0.33,12.920751,79.125699,true,false,,false,
480,2026-06-01T01:19:00Z,M06,OP10,SH-2026-06-01-M06-D,1709.5,56.34,80.73,96.82,310.0,0.0,57.12,20.62,94.63,27.64,0.398,4.02,1.98,0.93,12.921152,79.12615,true,false,,false,
481,2026-06-01T01:20:00Z,M06,OP10,SH-2026-06-01-M06-D,1770.5,59.72,80.87,97.2,289.8,0.0,57.34,20.34,94.57,27.75,0.376,1.98,1.36,1.9,12.921322,79.126394,true,false,,false,
482,2026-06-01T01:21:00Z,M06,OP10,SH-2026-06-01-M06-D,1796.8,53.77,81.45,97.81,295.5,0.0,57.64,20.52,94.51,27.84,0.368,0.54,3.04,3.46,12.921371,79.126458,true,false,,false,
483,2026-06-01T01:22:00Z,M06,OP10,SH-2026-06-01-M06-D,1780.5,53.8,81.69,98.59,298.0,0.0,57.86,19.99,94.44,27.68,0.346,0.34,2.02,5.14,12.921406,79.126494,true,false,,false,
484,2026-06-01T01:23:00Z,M06,OP10,SH-2026-06-01-M06-D,1826.3,50.92,81.6,99.47,289.5,0.0,58.22,19.77,94.38,27.59,0.372,0.75,1.85,4.58,12.921482,79.126577,true,false,,false,
485,2026-06-01T01:24:00Z,M06,OP10,SH-2026-06-01-M06-D,1705.9,38.17,81.27,99.84,272.4,0.0,58.14,20.8,94.32,27.51,0.359,12.54,0.69,5.58,12.923007,79.127681,true,false,,false,
486,2026-06-01T01:25:00Z,M06,OP10,SH-2026-06-01-M06-D,1706.2,34.33,81.04,100.04,271.8,0.0,58.28,20.74,94.26,27.62,0.324,13.07,-0.61,4.77,12.924696,79.128678,true,false,,false,
487,2026-06-01T01:26:00Z,M06,OP10,SH-2026-06-01-M06-D,1823.6,48.98,81.1,100.0,292.5,0.0,58.44,20.16,94.19,27.52,0.365,5.09,-1.04,4.31,12.92543,79.128892,true,false,,false,
488,2026-06-01T01:27:00Z,M06,OP10,SH-2026-06-01-M06-D,1737.7,44.71,80.51,100.09,289.5,0.0,58.52,20.52,94.13,27.53,0.354,13.84,-1.36,3.89,12.927504,79.128758,true,false,,false,
489,2026-06-01T01:28:00Z,M06,OP10,SH-2026-06-01-M06-D,1704.1,46.48,80.19,99.42,277.2,0.0,58.59,20.19,94.07,27.57,0.381,18.14,1.48,3.58,12.930132,79.129473,true,false,,false,
490,2026-06-01T01:29:00Z,M06,OP10,SH-2026-06-01-M06-D,1829.5,59.82,80.72,99.72,295.8,0.0,58.69,20.87,94.01,27.55,0.428,6.7,2.21,5.0,12.929132,79.129364,true,false,,false,
491,2026-06-01T01:30:00Z,M06,OP10,SH-2026-06-01-M06-D,1843.0,65.84,81.16,99.37,288.9,0.0,59.02,22.14,93.94,27.54,0.429,3.17,1.94,4.94,12.928657,79.129402,true,false,,false,
492,2026-06-01T01:31:00Z,M06,OP10,SH-2026-06-01-M06-D,1825.6,62.98,81.67,99.21,293.4,0.0,59.41,22.73,93.87,27.56,0.447,2.48,2.01,3.47,12.928307,79.129531,true,false,,false,
493,2026-06-01T01:32:00Z,M06,OP10,SH-2026-06-01-M06-D,1681.4,48.85,81.89,99.35,288.8,0.0,59.63,22.47,93.8,27.51,0.438,17.81,1.33,3.46,12.925752,79.13032,true,false,,false,
494,2026-06-01T01:33:00Z,M06,OP10,SH-2026-06-01-M06-D,1603.9,46.67,81.45,98.77,292.2,0.0,59.73,22.07,93.73,27.59,0.492,19.23,0.64,2.83,12.922874,79.13009,true,false,,false,
495,2026-06-01T01:34:00Z,M06,OP10,SH-2026-06-01-M06-D,1715.3,54.02,81.58,98.94,301.2,0.0,60.03,21.61,93.67,27.59,0.479,6.36,0.79,1.5,12.921922,79.130162,true,false,,false,
496,2026-06-01T01:35:00Z,M06,OP10,SH-2026-06-01-M06-D,1599.5,50.35,81.25,98.69,283.7,0.0,60.19,21.51,93.6,27.51,0.48,19.81,2.38,2.3,12.919013,79.129542,true,false,,false,
497,2026-06-01T01:36:00Z,M06,OP10,SH-2026-06-01-M06-D,1571.5,45.21,81.34,98.38,272.0,0.0,60.21,22.15,93.53,27.43,0.425,23.91,1.91,3.27,12.916015,79.127566,true,false,,false,
498,2026-06-01T01:37:00Z,M06,OP10,SH-2026-06-01-M06-D,1737.2,53.97,81.49,99.09,289.4,0.0,60.4,23.81,93.46,27.35,0.491,8.56,1.24,3.73,12.914769,79.127251,true,false,,false,
499,2026-06-01T01:38:00Z,M06,OP10,SH-2026-06-01-M06-D,1767.5,57.9,81.68,98.94,286.2,0.0,60.72,24.38,93.39,27.32,0.534,3.74,1.77,3.63,12.914212,79.12719,true,false,,false,
500,2026-06-01T01:39:00Z,M06,OP10,SH-2026-06-01-M06-D,1813.8,52.06,81.75,99.17,286.9,0.0,60.87,24.75,93.31,27.39,0.51,2.84,1.64,3.01,12.913797,79.127284,true,false,,false,
501,2026-06-01T01:40:00Z,M06,OP10,SH-2026-06-01-M06-D,1215.0,20.75,80.89,97.64,186.3,0.0,60.76,9.4,93.24,27.08,0.214,0.0,1.46,3.49,12.913797,79.127284,true,true,,false,
502,2026-06-01T01:41:00Z,M06,OP10,SH-2026-06-01-M06-D,1022.8,11.41,80.51,96.12,176.9,0.0,60.43,4.86,93.21,26.93,0.17,0.0,1.73,3.46,12.913797,79.127284,true,true,,false,
503,2026-06-01T01:42:00Z,M06,OP10,SH-2026-06-01-M06-D,1446.6,31.43,80.49,96.75,251.9,0.0,60.37,18.92,93.19,27.2,0.403,23.77,2.39,3.05,12.910228,79.127251,true,false,,false,
504,2026-06-01T01:43:00Z,M06,OP10,SH-2026-06-01-M06-D,1606.5,37.36,80.34,97.27,285.4,0.0,60.38,24.61,93.14,27.3,0.436,31.45,3.1,3.23,12.905513,79.127505,true,false,,false,
505,2026-06-01T01:44:00Z,M06,OP10,SH-2026-06-01-M06-D,1801.8,47.18,80.58,98.29,304.2,0.0,60.39,27.1,93.06,27.31,0.52,11.29,2.35,3.48,12.907173,79.127849,true,false,,false,
506,2026-06-01T01:45:00Z,M06,OP10,SH-2026-06-01-M06-D,1685.3,51.83,80.38,98.71,287.6,0.0,60.62,27.4,92.98,27.28,0.538,27.15,3.61,1.99,12.911239,79.127565,true,false,,false,
507,2026-06-01T01:46:00Z,M06,OP10,SH-2026-06-01-M06-D,1669.0,48.35,80.27,98.66,288.1,0.0,60.76,28.09,92.89,27.26,0.513,30.74,2.71,2.64,12.915743,79.128573,true,false,,false,
508,2026-06-01T01:47:00Z,M06,OP10,SH-2026-06-01-M06-D,1824.4,61.43,80.62,99.98,308.4,0.0,61.04,28.58,92.81,27.42,0.497,10.08,2.88,3.54,12.917246,79.128758,true,false,,false,
509,2026-06-01T01:48:00Z,M06,OP10,SH-2026-06-01-M06-D,1820.2,69.25,80.59,100.94,320.1,0.0,61.3,28.19,92.72,27.48,0.483,4.49,1.48,3.21,12.917842,79.129074,true,false,,false,
510,2026-06-01T01:49:00Z,M06,OP10,SH-2026-06-01-M06-D,1839.2,71.23,80.33,101.26,342.9,0.0,61.74,27.96,92.63,27.3,0.504,3.18,1.58,3.83,12.9182,79.129389,true,false,,false,
511,2026-06-01T01:50:00Z,M06,OP10,SH-2026-06-01-M06-D,1822.4,75.31,80.57,101.34,353.9,0.0,62.03,27.14,92.54,27.35,0.551,2.3,1.86,1.96,12.918475,79.129597,true,false,,false,
512,2026-06-01T01:51:00Z,M06,OP10,SH-2026-06-01-M06-D,1632.5,65.79,80.52,101.58,335.9,0.0,62.27,26.67,92.46,27.31,0.552,20.91,1.02,2.75,12.920678,79.131834,true,false,,false,
513,2026-06-01T01:52:00Z,M06,OP10,SH-2026-06-01-M06-D,1532.7,63.64,80.31,100.45,314.0,0.0,62.57,26.09,92.38,27.42,0.527,26.33,1.46,2.78,12.923864,79.134176,true,false,,false,
514,2026-06-01T01:53:00Z,M06,OP10,SH-2026-06-01-M06-D,1697.4,74.06,80.62,100.57,339.7,0.0,63.01,25.68,92.3,27.51,0.554,9.25,2.4,2.23,12.924427,79.135446,true,false,,false,
515,2026-06-01T01:54:00Z,M06,OP10,SH-2026-06-01-M06-D,1621.8,67.88,80.43,99.73,329.7,0.0,63.2,25.42,92.22,27.49,0.465,24.2,0.88,2.63,12.926041,79.138701,true,false,,false,
516,2026-06-01T01:55:00Z,M06,OP10,SH-2026-06-01-M06-D,1572.8,66.77,80.47,98.95,334.1,0.0,63.49,25.13,92.14,27.49,0.442,28.67,-0.5,2.93,12.923744,79.135061,true,false,,false,
517,2026-06-01T01:56:00Z,M06,OP10,SH-2026-06-01-M06-D,1683.2,83.12,80.47,99.08,349.5,0.0,63.87,24.97,92.06,27.59,0.536,10.39,-0.03,1.56,12.923248,79.133582,true,false,,false,
518,2026-06-01T01:57:00Z,M06,OP10,SH-2026-06-01-M06-D,1175.8,37.14,79.82,97.24,247.9,0.0,63.67,9.37,91.98,27.28,0.247,0.0,1.1,2.72,12.923248,79.133582,true,true,,false,
519,2026-06-01T01:58:00Z,M06,OP10,SH-2026-06-01-M06-D,1011.1,21.43,79.57,95.87,213.9,0.0,63.46,4.91,91.96,27.17,0.188,0.0,1.35,3.22,12.923248,79.133582,true,true,,false,
520,2026-06-01T01:59:00Z,M06,OP10,SH-2026-06-01-M06-D,1445.3,50.39,79.5,95.64,276.8,0.0,63.58,18.49,91.94,27.58,0.385,20.97,0.76,3.69,12.921491,79.130969,true,false,,false,
521,2026-06-01T02:00:00Z,M06,OP10,SH-2026-06-01-M06-D,1567.9,62.16,79.66,95.13,309.0,0.0,63.8,22.45,91.88,27.72,0.413,30.5,-0.33,3.44,12.918872,79.127213,true,false,,false,
522,2026-06-01T02:01:00Z,M06,OP10,SH-2026-06-01-M06-D,1125.2,30.43,79.31,93.9,231.3,0.0,63.6,8.78,91.81,27.39,0.256,0.0,0.49,2.97,12.918872,79.127213,true,true,,false,
523,2026-06-01T02:02:00Z,M06,OP10,SH-2026-06-01-M06-D,1550.0,50.1,79.13,94.76,275.4,0.0,63.64,20.16,91.79,27.7,0.405,20.55,1.27,2.4,12.916472,79.125274,true,false,,false,
524,2026-06-01T02:03:00Z,M06,OP10,SH-2026-06-01-M06-D,1679.6,54.04,79.3,94.9,295.9,0.0,63.7,23.91,91.73,27.69,0.418,22.31,3.45,0.63,12.91349,79.123747,true,false,,false,
525,2026-06-01T02:04:00Z,M06,OP10,SH-2026-06-01-M06-D,1164.4,21.82,79.24,94.17,219.6,0.0,63.33,8.94,91.65,27.27,0.245,0.0,2.77,2.05,12.91349,79.123747,true,true,,false,
526,2026-06-01T02:05:00Z,M06,OP10,SH-2026-06-01-M06-D,1037.9,14.72,78.82,92.75,201.7,0.0,62.93,4.4,91.62,27.26,0.149,0.0,1.84,2.77,12.91349,79.123747,true,true,,false,
527,2026-06-01T02:06:00Z,M06,OP10,SH-2026-06-01-M06-D,963.0,14.26,78.62,92.39,206.5,0.0,62.55,3.11,91.61,27.27,0.172,0.0,1.66,3.29,12.91349,79.123747,true,true,,false,
528,2026-06-01T02:07:00Z,M06,OP10,SH-2026-06-01-M06-D,942.5,15.66,78.99,91.36,202.1,0.0,62.28,2.76,91.6,27.22,0.157,0.0,1.83,3.74,12.91349,79.123747,true,true,,false,
529,2026-06-01T02:08:00Z,M06,OP10,SH-2026-06-01-M06-D,1520.1,45.81,79.26,92.1,280.7,0.0,62.29,19.05,91.59,27.59,0.314,16.77,1.59,2.06,12.911676,79.122001,true,false,,false,
530,2026-06-01T02:09:00Z,M06,OP10,SH-2026-06-01-M06-D,1667.5,53.13,79.12,92.82,289.2,0.0,62.37,23.17,91.53,27.55,0.4,19.08,2.79,2.62,12.91371,79.12402,true,false,,false,
531,2026-06-01T02:10:00Z,M06,OP10,SH-2026-06-01-M06-D,1850.9,68.47,79.94,93.78,339.9,0.0,62.62,24.78,91.46,27.56,0.471,6.31,0.28,3.23,12.913869,79.124954,true,false,,false,
532,2026-06-01T02:11:00Z,M06,OP10,SH-2026-06-01-M06-D,1771.1,61.27,80.15,94.32,329.3,0.0,62.63,25.37,91.39,27.55,0.421,19.04,1.6,3.08,12.913922,79.127812,true,false,,false,
533,2026-06-01T02:12:00Z,M06,OP10,SH-2026-06-01-M06-D,1778.7,61.56,80.46,94.56,322.8,0.0,62.86,23.87,91.31,27.52,0.402,27.8,2.35,1.81,12.913884,79.131986,true,false,,false,
534,2026-06-01T02:13:00Z,M06,OP10,SH-2026-06-01-M06-D,1924.7,77.05,81.07,95.72,344.4,0.0,63.34,23.29,91.23,27.56,0.418,10.42,3.05,1.09,12.913626,79.133529,true,false,,false,
535,2026-06-01T02:14:00Z,M06,OP10,SH-2026-06-01-M06-D,1966.5,83.69,81.32,96.91,336.8,0.0,63.88,23.41,91.16,27.56,0.384,5.05,1.53,2.0,12.913182,79.134143,true,false,,false,
536,2026-06-01T02:15:00Z,M06,OP10,SH-2026-06-01-M06-D,1989.1,83.68,82.08,97.47,357.1,0.0,64.24,22.96,91.09,27.77,0.406,4.0,1.44,1.73,12.912907,79.134677,true,false,,false,
537,2026-06-01T02:16:00Z,M06,OP10,SH-2026-06-01-M06-D,1885.9,67.81,81.72,97.04,334.2,0.0,64.55,23.65,91.02,27.78,0.364,26.12,1.19,1.09,12.911573,79.138366,true,false,,false,
538,2026-06-01T02:17:00Z,M06,OP10,SH-2026-06-01-M06-D,1843.6,66.85,81.47,97.36,350.0,0.0,64.58,24.48,90.95,27.78,0.37,32.41,2.06,1.71,12.912723,79.133637,true,false,,false,
539,2026-06-01T02:18:00Z,M06,OP10,SH-2026-06-01-M06-D,1964.5,76.47,82.02,98.5,378.3,0.0,64.79,24.85,90.87,27.82,0.356,11.36,1.59,2.17,12.913238,79.13201,true,false,,false,
540,2026-06-01T02:19:00Z,M06,OP10,SH-2026-06-01-M06-D,1860.1,69.25,81.59,98.48,360.3,0.0,65.08,23.96,90.79,27.84,0.353,27.47,-0.15,2.06,12.915271,79.128421,true,false,,false,
541,2026-06-01T02:20:00Z,M06,OP10,SH-2026-06-01-M06-D,1788.1,62.63,81.64,98.71,364.8,0.0,65.12,24.8,90.72,27.98,0.378,30.84,2.33,4.42,12.917119,79.124175,true,false,,false,
