entity_type,entity_id,site_id,week_start,productive_hours,fuel_per_productive_hour,idle_pct,productivity_per_hour,time_ratio,anomaly_count,safety_event_count,efficiency_index,cluster_id,cluster_label,is_outlier,outlier_reason,rank_in_site
operator,OP05,S1,2026-08-17,37.72,21.05,21.42,59.79,1.084,0,10,-0.479,3,low output,False,,10
operator,OP05,S1,2026-08-24,30.73,21.41,20.76,66.38,1.068,0,14,-0.281,3,low output,False,,9
operator,OP06,S1,2026-06-01,37.45,20.01,8.55,131.11,0.975,0,7,1.254,1,efficient,False,,1
operator,OP06,S1,2026-06-08,38.22,14.32,9.8,191.67,0.899,0,10,1.462,1,efficient,True,"Unusual combination this week: high output per productive hour (z +1.9) and low task time vs estimate (z -1.6), unlike any usual pattern.",1
operator,OP06,S1,2026-06-15,39.83,15.52,8.57,161.17,0.962,0,10,1.107,1,efficient,False,,1
operator,OP06,S1,2026-06-22,35.82,18.9,8.4,101.07,0.962,1,12,0.722,1,efficient,False,,2
operator,OP06,S1,2026-06-29,34.38,21.98,11.08,98.16,0.971,2,10,0.905,1,efficient,False,,1
operator,OP06,S1,2026-07-06,39.43,16.74,8.65,153.8,0.95,0,8,0.992,1,efficient,False,,1
operator,OP06,S1,2026-07-13,39.2,15.01,9.64,172.96,0.967,0,9,1.162,1,efficient,False,,1
operator,OP06,S1,2026-07-20,41.08,19.14,9.34,114.04,0.968,0,11,0.75,1,efficient,False,,1
operator,OP06,S1,2026-07-27,39.83,16.71,10.95,139.33,0.973,0,12,1.089,1,efficient,False,,1
operator,OP06,S1,2026-08-03,34.72,14.89,8.72,123.57,0.96,0,6,0.743,1,efficient,False,,3
operator,OP06,S1,2026-08-10,32.93,16.83,8.05,170.34,0.923,0,9,1.164,1,efficient,False,,1
operator,OP06,S1,2026-08-17,36.72,18.78,10.08,122.83,0.901,1,14,1.585,1,efficient,True,"Unusual combination this week: high output per productive hour (z +2.1) and low task time vs estimate (z -2.1), unlike any usual pattern.",1
operator,OP06,S1,2026-08-24,33.5,22.2,8.14,118.81,0.927,1,11,1.504,1,efficient,True,"Unusual combination this week: high output per productive hour (z +2.4) and low task time vs estimate (z -1.5), unlike any usual pattern.",1
operator,OP07,S1,2026-06-01,38.23,21.01,17.42,89.19,1.011,1,4,0.152,1,efficient,False,,7
operator,OP07,S1,2026-06-08,38.08,19.79,18.01,88.49,1.08,0,17,-0.132,3,low output,False,,8
operator,OP07,S1,2026-06-15,39.53,21.6,14.71,80.06,1.009,0,13,0.315,1,efficient,False,,5
operator,OP07,S1,2026-06-22,39.68,15.82,15.3,98.4,1.014,1,10,-0.008,1,efficient,False,,7
operator,OP07,S1,2026-06-29,39.33,18.1,16.9,86.95,1.037,0,11,0.139,1,efficient,False,,6
operator,OP07,S1,2026-07-06,32.78,18.64,17.77,103.25,1.033,0,9,0.152,1,efficient,False,,6
operator,OP07,S1,2026-07-13,39.7,15.86,15.65,114.48,1.027,0,20,0.154,1,efficient,False,,6
operator,OP07,S1,2026-07-20,40.28,19.5,13.71,83.41,0.999,0,8,0.362,1,efficient,False,,5
operator,OP07,S1,2026-07-27,32.33,18.71,16.92,113.66,0.992,0,6,0.169,1,efficient,False,,5
operator,OP07,S1,2026-08-03,41.13,16.06,13.8,109.52,1.064,0,10,-0.042,3,low output,False,,8
operator,OP07,S1,2026-08-10,31.13,17.37,15.32,96.36,1.064,1,21,0.061,3,low output,True,"Unusual combination this week: high safety events per 10 h (z +2.0) and low fuel per productive hour (z -0.9), unlike any usual pattern.",6
operator,OP07,S1,2026-08-17,40.07,18.93,15.41,103.7,1.003,1,13,0.202,1,efficient,False,,6
operator,OP07,S1,2026-08-24,33.43,20.81,15.96,55.93,0.996,2,11,0.021,1,efficient,False,,7
operator,OP08,S1,2026-06-01,39.57,22.52,11.05,97.3,0.997,1,23,-0.088,0,needs safety coaching,False,,8
operator,OP08,S1,2026-06-08,39.03,23.19,10.2,86.59,0.985,2,17,0.078,0,needs safety coaching,False,,6
operator,OP08,S1,2026-06-15,38.22,21.48,11.3,109.38,0.968,0,19,0.226,0,needs safety coaching,False,,7
operator,OP08,S1,2026-06-22,35.95,21.35,10.87,115.16,1.002,1,9,0.017,0,needs safety coaching,False,,6
operator,OP08,S1,2026-06-29,37.32,20.81,10.94,108.66,1.001,0,16,0.017,0,needs safety coaching,False,,7
operator,OP08,S1,2026-07-06,37.13,22.2,10.52,115.13,1.027,1,11,0.124,0,needs safety coaching,False,,8
operator,OP08,S1,2026-07-13,26.57,22.63,10.3,86.76,1.019,0,9,0.03,0,needs safety coaching,False,,8
operator,OP08,S1,2026-07-20,35.9,18.29,11.03,143.59,0.97,0,17,0.417,0,needs safety coaching,False,,4
operator,OP08,S1,2026-07-27,33.92,17.24,10.19,151.99,0.984,1,15,0.162,0,needs safety coaching,False,,6
operator,OP08,S1,2026-08-03,39.63,20.5,10.97,127.17,0.962,0,12,0.251,0,needs safety coaching,False,,7
operator,OP08,S1,2026-08-10,36.03,18.79,10.66,118.36,0.969,0,14,0.258,0,needs safety coaching,False,,4
operator,OP08,S1,2026-08-17,37.52,19.15,12.14,92.89,0.948,0,19,0.062,0,needs safety coaching,False,,7
operator,OP08,S1,2026-08-24,25.23,19.39,10.36,123.65,0.969,0,5,0.102,0,needs safety coaching,False,,5
operator,OP09,S1,2026-06-01,31.97,18.12,15.17,111.84,1.002,0,7,0.421,1,efficient,False,,6
operator,OP09,S1,2026-06-08,32.0,17.9,15.79,99.84,1.03,0,5,0.327,1,efficient,False,,4
operator,OP09,S1,2026-06-15,31.27,16.23,17.76,138.97,0.989,0,10,0.281,1,efficient,False,,6
operator,OP09,S1,2026-06-22,38.83,19.02,17.08,88.84,1.073,1,11,-0.246,3,low output,False,,8
operator,OP09,S1,2026-06-29,34.7,19.75,16.35,90.2,1.018,0,8,0.262,1,efficient,False,,5
operator,OP09,S1,2026-07-06,33.53,18.93,15.03,99.75,1.028,1,11,0.126,1,efficient,False,,7
operator,OP09,S1,2026-07-13,39.45,20.52,13.8,90.87,1.045,2,11,0.122,1,efficient,False,,7
operator,OP09,S1,2026-07-20,24.13,16.44,17.91,108.77,1.006,1,8,0.255,1,efficient,False,,6
operator,OP09,S1,2026-07-27,24.72,17.39,15.98,113.28,1.022,0,8,0.386,1,efficient,False,,3
operator,OP09,S1,2026-08-03,38.55,15.92,14.37,148.12,0.984,0,7,0.512,1,efficient,False,,4
operator,OP09,S1,2026-08-10,38.48,20.13,16.91,93.29,1.09,0,11,0.025,3,low output,False,,7
operator,OP09,S1,2026-08-17,31.4,19.45,14.79,113.06,0.976,0,6,0.497,1,efficient,False,,3
operator,OP09,S1,2026-08-24,27.58,18.16,15.35,127.79,0.999,0,9,0.239,1,efficient,False,,3
operator,OP10,S1,2026-06-01,37.38,15.59,14.32,149.67,1.004,1,14,0.7,1,efficient,False,,4
operator,OP10,S1,2026-06-08,32.03,20.6,15.85,85.07,1.072,1,9,0.059,1,efficient,False,,7
operator,OP10,S1,2026-06-15,39.55,20.76,16.03,96.59,1.057,0,8,0.088,1,efficient,False,,8
operator,OP10,S1,2026-06-22,37.45,16.49,16.93,125.23,1.014,0,11,0.355,1,efficient,False,,4
operator,OP10,S1,2026-06-29,37.6,22.42,15.6,65.56,1.063,1,14,-0.049,3,low output,False,,8
operator,OP10,S1,2026-07-06,34.57,21.32,16.07,113.84,1.014,0,9,0.564,1,efficient,False,,4
operator,OP10,S1,2026-07-13,30.78,19.62,17.21,122.31,1.011,1,7,0.22,1,efficient,False,,5
operator,OP10,S1,2026-07-20,40.07,18.31,16.06,96.34,1.063,0,10,0.033,1,efficient,False,,8
operator,OP10,S1,2026-07-27,33.88,17.86,14.83,99.02,1.053,1,14,0.008,3,low output,False,,8
operator,OP10,S1,2026-08-03,37.87,17.6,17.53,120.29,1.017,0,9,0.397,1,efficient,False,,5
operator,OP10,S1,2026-08-10,29.93,20.13,14.56,72.66,1.039,0,3,0.243,1,efficient,False,,5
operator,OP10,S1,2026-08-17,40.5,19.88,15.24,90.37,1.092,0,10,-0.103,3,low output,False,,8
operator,OP10,S1,2026-08-24,30.17,17.1,16.86,134.09,1.099,0,5,0.065,3,low output,True,"Unusual combination this week: high task time vs estimate (z +1.1) and low safety events per 10 h (z -0.9), unlike any usual pattern.",6
operator,OP11,S2,2026-06-01,40.35,27.1,11.22,57.0,1.042,2,16,-0.493,0,needs safety coaching,False,,8
operator,OP11,S2,2026-06-08,36.35,18.68,14.44,109.77,1.003,0,17,-0.018,0,needs safety coaching,False,,4
operator,OP11,S2,2026-06-15,36.73,19.69,12.78,92.15,1.044,3,16,-0.482,0,needs safety coaching,False,,6
operator,OP11,S2,2026-06-22,36.87,18.16,13.8,115.28,1.014,1,12,-0.468,0,needs safety coaching,False,,7
operator,OP11,S2,2026-06-29,38.37,23.39,10.78,76.89,1.018,3,23,-0.405,0,needs safety coaching,True,"Unusual combination this week: high machine anomalies per 10 h (z +2.1) and high safety events per 10 h (z +1.8), unlike any usual pattern.",6
operator,OP11,S2,2026-07-06,40.33,22.64,10.87,77.73,1.085,2,21,-0.427,0,needs safety coaching,True,"Unusual combination this week: high safety events per 10 h (z +1.3) and high machine anomalies per 10 h (z +1.1), unlike any usual pattern.",7
operator,OP11,S2,2026-07-13,37.82,18.39,12.12,101.81,0.991,0,18,-0.18,0,needs safety coaching,False,,5
operator,OP11,S2,2026-07-20,33.5,22.28,14.76,96.42,0.977,0,12,-0.322,0,needs safety coaching,False,,8
operator,OP11,S2,2026-07-27,37.38,18.17,14.84,126.39,1.028,0,13,-0.362,0,needs safety coaching,False,,7
operator,OP11,S2,2026-08-03,36.62,20.96,11.23,113.88,0.976,1,16,-0.118,0,needs safety coaching,False,,5
operator,OP11,S2,2026-08-10,36.25,19.83,11.26,89.66,0.994,0,19,-0.275,0,needs safety coaching,False,,8
operator,OP11,S2,2026-08-17,39.93,19.64,10.83,87.77,1.008,1,11,-0.282,0,needs safety coaching,False,,7
operator,OP11,S2,2026-08-24,29.48,21.06,11.59,95.82,0.999,1,5,-0.259,0,needs safety coaching,True,"Unusual combination this week: high fuel per productive hour (z +1.4) and low safety events per 10 h (z -0.8), unlike any usual pattern.",6
operator,OP12,S2,2026-06-01,31.53,21.15,34.28,113.05,1.074,0,13,-0.804,2,idle-heavy,False,,9
operator,OP12,S2,2026-06-08,30.1,23.07,32.86,108.47,1.032,0,11,-0.348,2,idle-heavy,False,,8
operator,OP12,S2,2026-06-15,32.6,25.65,30.76,52.61,1.085,0,8,-0.634,2,idle-heavy,False,,8
operator,OP12,S2,2026-06-22,30.18,20.48,35.09,100.88,1.106,0,9,-0.999,2,idle-heavy,False,,9
operator,OP12,S2,2026-06-29,27.38,22.32,36.17,111.38,1.057,0,8,-0.611,2,idle-heavy,False,,9
operator,OP12,S2,2026-07-06,29.08,25.48,36.61,68.25,1.135,1,13,-1.118,2,idle-heavy,False,,9
operator,OP12,S2,2026-07-13,30.17,24.22,34.42,82.87,1.101,0,13,-0.65,2,idle-heavy,False,,8
operator,OP12,S2,2026-07-20,30.73,20.54,34.93,94.69,1.106,0,11,-1.033,2,idle-heavy,False,,9
operator,OP12,S2,2026-07-27,28.12,21.73,38.36,118.08,1.056,0,10,-0.811,2,idle-heavy,True,Idle time 38.4% is far above normal for the machines driven (z +2.5).,9
operator,OP12,S2,2026-08-03,24.45,21.33,35.57,95.91,1.084,0,13,-1.257,2,idle-heavy,False,,10
operator,OP12,S2,2026-08-10,32.32,22.18,32.2,114.65,1.069,0,15,-0.441,2,idle-heavy,False,,9
operator,OP12,S2,2026-08-17,29.67,24.17,37.7,82.42,1.117,1,9,-1.281,2,idle-heavy,False,,10
operator,OP12,S2,2026-08-24,21.98,26.18,41.59,103.26,1.095,0,9,-0.961,2,idle-heavy,True,Idle time 41.6% is far above normal for the machines driven (z +2.9).,10
operator,OP13,S2,2026-06-01,33.47,18.5,8.6,98.16,0.991,0,16,0.187,1,efficient,False,,2
operator,OP13,S2,2026-06-08,36.12,17.38,7.87,77.53,1.012,0,8,0.072,1,efficient,False,,3
operator,OP13,S2,2026-06-15,34.23,16.91,10.42,95.08,1.027,0,9,0.296,1,efficient,False,,1
operator,OP13,S2,2026-06-22,42.2,20.12,8.19,64.81,1.027,0,7,0.112,1,efficient,False,,2
operator,OP13,S2,2026-06-29,39.45,23.62,10.14,54.37,1.042,3,16,-0.027,1,efficient,False,,3
operator,OP13,S2,2026-07-06,34.48,19.12,7.55,76.85,1.008,0,4,0.198,1,efficient,False,,3
operator,OP13,S2,2026-07-13,41.65,20.23,8.06,62.18,1.04,2,7,0.023,1,efficient,False,,4
operator,OP13,S2,2026-07-20,41.62,18.37,9.4,72.21,1.084,2,11,-0.235,3,low output,False,,7
operator,OP13,S2,2026-07-27,26.78,16.44,8.17,88.67,1.047,0,6,0.256,1,efficient,False,,2
operator,OP13,S2,2026-08-03,31.97,15.78,11.16,82.59,1.008,0,12,0.23,1,efficient,False,,3
operator,OP13,S2,2026-08-10,27.63,18.64,8.14,86.31,0.95,0,6,0.356,1,efficient,False,,2
operator,OP13,S2,2026-08-17,28.32,17.14,9.63,91.11,1.055,0,4,-0.11,3,low output,False,,6
operator,OP13,S2,2026-08-24,20.23,16.02,8.1,98.6,1.006,0,4,0.264,1,efficient,False,,2
operator,OP14,S2,2026-06-01,32.33,18.14,16.88,94.33,1.048,0,13,-0.18,3,low output,False,,6
operator,OP14,S2,2026-06-08,25.93,19.81,17.98,67.87,1.073,0,8,-0.426,3,low output,False,,9
operator,OP14,S2,2026-06-15,26.4,17.67,16.01,85.61,1.101,0,7,-0.554,3,low output,False,,7
operator,OP14,S2,2026-06-22,20.78,15.8,13.4,88.77,1.085,0,3,-0.427,3,low output,False,,6
operator,OP14,S2,2026-06-29,32.28,17.3,15.45,71.24,1.097,1,8,-0.535,3,low output,False,,7
operator,OP14,S2,2026-07-06,40.43,19.78,14.61,74.94,1.086,0,14,-0.293,3,low output,False,,5
operator,OP14,S2,2026-07-13,25.98,22.06,14.53,57.73,1.073,1,11,-0.332,3,low output,False,,6
operator,OP14,S2,2026-07-20,39.85,20.23,13.99,92.22,1.076,0,10,-0.09,3,low output,False,,4
operator,OP14,S2,2026-07-27,36.55,19.2,15.16,70.73,1.058,1,9,-0.201,3,low output,False,,5
operator,OP14,S2,2026-08-03,19.7,15.4,17.92,96.45,1.034,0,11,-0.545,3,low output,False,,8
operator,OP14,S2,2026-08-10,39.52,19.89,16.6,78.83,1.041,2,15,-0.111,3,low output,False,,5
operator,OP14,S2,2026-08-17,40.22,18.86,15.42,94.86,1.048,0,18,-0.063,3,low output,False,,5
operator,OP14,S2,2026-08-24,37.95,15.61,15.42,115.55,1.081,0,4,-0.336,3,low output,False,,7
operator,OP15,S2,2026-06-01,29.45,20.72,37.43,140.75,0.972,0,11,-0.345,2,idle-heavy,False,,7
operator,OP15,S2,2026-06-08,30.22,21.47,35.75,144.62,0.977,0,9,-0.285,2,idle-heavy,False,,6
operator,OP15,S2,2026-06-15,29.28,19.0,37.89,182.7,0.971,0,9,-0.137,2,idle-heavy,False,,4
operator,OP15,S2,2026-06-22,29.18,24.95,34.25,73.67,1.091,0,15,-1.177,2,idle-heavy,False,,10
operator,OP15,S2,2026-06-29,28.92,20.73,35.5,148.18,0.951,0,10,-0.048,2,idle-heavy,False,,5
operator,OP15,S2,2026-07-06,31.0,19.06,34.85,135.65,1.022,0,11,-0.524,2,idle-heavy,False,,8
operator,OP15,S2,2026-07-13,30.03,18.72,34.59,143.17,1.026,0,10,-0.664,2,idle-heavy,False,,9
operator,OP15,S2,2026-07-20,30.07,20.22,34.97,125.55,1.005,1,11,-0.135,2,idle-heavy,False,,6
operator,OP15,S2,2026-07-27,29.53,24.14,37.82,108.69,1.08,0,9,-0.608,2,idle-heavy,False,,8
operator,OP15,S2,2026-08-03,30.7,20.42,34.61,108.63,1.023,0,12,-0.734,2,idle-heavy,False,,9
operator,OP15,S2,2026-08-10,29.52,20.45,36.95,148.05,0.935,1,12,-0.228,2,idle-heavy,False,,7
operator,OP15,S2,2026-08-17,29.25,17.96,32.21,147.69,0.96,0,9,-0.309,2,idle-heavy,False,,8
operator,OP15,S2,2026-08-24,28.2,19.47,35.93,155.85,0.972,0,7,-0.219,2,idle-heavy,False,,5
operator,OP16,S2,2026-06-01,26.13,14.3,18.33,110.59,1.015,0,4,-0.103,1,efficient,False,,5
operator,OP16,S2,2026-06-08,33.33,17.87,16.67,76.5,1.063,1,4,-0.309,3,low output,False,,7
operator,OP16,S2,2026-06-15,38.63,17.68,19.4,82.96,1.127,0,17,-0.838,3,low output,False,,9
operator,OP16,S2,2026-06-22,18.68,15.79,16.72,106.78,1.073,1,5,-0.3,3,low output,False,,5
operator,OP16,S2,2026-06-29,25.62,17.13,18.93,76.12,1.072,0,11,-0.628,3,low output,False,,10
operator,OP16,S2,2026-07-06,33.8,18.46,14.68,70.41,1.057,1,12,-0.092,3,low output,False,,4
operator,OP16,S2,2026-07-13,39.27,15.66,15.77,105.05,1.088,0,15,-0.444,3,low output,False,,7
operator,OP16,S2,2026-07-20,40.6,17.12,14.77,87.07,1.039,1,14,-0.117,3,low output,False,,5
operator,OP16,S2,2026-07-27,32.62,17.76,15.28,76.03,1.04,1,10,-0.22,3,low output,False,,6
operator,OP16,S2,2026-08-03,26.32,16.77,15.43,59.47,1.046,0,10,-0.331,3,low output,False,,6
operator,OP16,S2,2026-08-10,40.75,17.18,15.1,71.41,1.044,0,15,-0.207,3,low output,False,,6
operator,OP16,S2,2026-08-17,33.22,17.95,15.41,73.91,1.037,0,5,-0.041,1,efficient,False,,4
operator,OP16,S2,2026-08-24,19.17,24.75,20.14,45.39,1.097,1,6,-0.557,3,low output,False,,8
operator,OP17,S2,2026-06-01,36.8,17.57,18.31,108.97,1.002,1,11,0.009,1,efficient,False,,3
operator,OP17,S2,2026-06-08,36.32,21.32,17.34,58.79,1.041,0,6,-0.23,3,low output,False,,5
operator,OP17,S2,2026-06-15,37.92,16.78,14.25,96.26,1.062,1,10,-0.371,3,low output,False,,5
operator,OP17,S2,2026-06-22,28.0,18.31,15.62,80.36,1.021,0,8,0.015,1,efficient,False,,3
operator,OP17,S2,2026-06-29,38.08,15.73,16.85,105.43,1.032,0,13,-0.011,1,efficient,False,,2
operator,OP17,S2,2026-07-06,34.77,17.58,17.68,69.61,1.049,0,15,-0.41,3,low output,False,,6
operator,OP17,S2,2026-07-13,38.97,16.06,14.39,101.5,0.992,0,7,0.065,1,efficient,False,,3
operator,OP17,S2,2026-07-20,37.58,23.13,14.87,56.94,1.028,4,6,0.176,1,efficient,False,,2
operator,OP17,S2,2026-07-27,37.23,15.71,13.88,91.05,1.022,0,11,0.113,1,efficient,False,,3
operator,OP17,S2,2026-08-03,35.92,18.29,13.97,74.48,1.016,0,8,0.303,1,efficient,False,,2
operator,OP17,S2,2026-08-10,38.47,17.46,14.1,93.59,1.082,0,13,0.027,3,low output,False,,4
operator,OP17,S2,2026-08-17,35.22,22.2,18.1,76.95,1.054,1,10,-0.025,1,efficient,False,,3
operator,OP17,S2,2026-08-24,31.37,16.33,16.13,82.25,0.992,0,5,0.018,1,efficient,False,,3
operator,OP18,S2,2026-06-01,36.32,17.16,23.7,61.68,1.097,1,19,-0.907,3,low output,False,,10
operator,OP18,S2,2026-06-08,36.52,16.05,23.92,83.93,1.129,0,25,-1.091,3,low output,False,,10
operator,OP18,S2,2026-06-15,36.7,20.25,23.54,68.39,1.145,1,13,-0.977,3,low output,False,,10
operator,OP18,S2,2026-06-22,27.95,21.02,22.43,61.18,1.108,0,13,-0.678,3,low output,False,,8
operator,OP18,S2,2026-06-29,37.33,22.1,21.65,59.2,1.097,1,13,-0.539,3,low output,False,,8
operator,OP18,S2,2026-07-06,37.35,16.65,22.19,70.82,1.165,0,22,-1.248,3,low output,False,,10
operator,OP18,S2,2026-07-13,33.28,17.59,22.24,48.37,1.155,1,12,-1.18,3,low output,False,,10
operator,OP18,S2,2026-07-20,30.83,17.42,22.46,64.54,1.164,0,17,-1.061,3,low output,False,,10
operator,OP18,S2,2026-07-27,37.05,17.86,22.6,56.82,1.151,0,24,-1.105,3,low output,False,,10
operator,OP18,S2,2026-08-03,36.78,15.34,23.26,95.29,1.1,2,13,-0.543,3,low output,True,"Unusual combination this week: high machine anomalies per 10 h (z +1.4) and high task time vs estimate (z +1.2), unlike any usual pattern.",7
operator,OP18,S2,2026-08-10,36.23,16.67,23.72,85.14,1.177,0,21,-1.007,3,low output,False,,10
operator,OP18,S2,2026-08-17,35.05,16.81,21.27,70.76,1.15,1,16,-1.106,3,low output,False,,9
operator,OP18,S2,2026-08-24,31.02,18.32,22.17,67.06,1.141,1,9,-0.938,3,low output,False,,9
operator,OP19,S2,2026-06-01,38.97,16.72,8.13,86.61,1.002,0,10,0.398,1,efficient,False,,1
operator,OP19,S2,2026-06-08,36.98,17.31,8.04,103.42,0.992,0,9,0.703,1,efficient,False,,1
operator,OP19,S2,2026-06-15,41.08,18.03,9.81,79.84,1.0,0,12,0.29,1,efficient,False,,2
operator,OP19,S2,2026-06-22,41.22,17.46,9.31,96.32,1.004,1,11,0.139,1,efficient,False,,1
operator,OP19,S2,2026-06-29,30.4,14.77,8.02,114.97,1.013,0,10,0.09,1,efficient,False,,1
operator,OP19,S2,2026-07-06,37.33,14.73,8.98,158.44,0.924,0,10,0.784,1,efficient,False,,1
operator,OP19,S2,2026-07-13,39.15,19.66,7.95,94.51,0.998,0,7,0.478,1,efficient,False,,1
operator,OP19,S2,2026-07-20,41.17,14.74,7.94,133.85,0.963,0,10,0.591,1,efficient,False,,1
operator,OP19,S2,2026-07-27,40.07,18.86,8.28,99.33,0.979,1,11,0.405,1,efficient,False,,1
operator,OP19,S2,2026-08-03,41.22,21.7,7.79,78.12,1.005,2,12,0.371,1,efficient,False,,1
operator,OP19,S2,2026-08-10,41.97,21.51,7.66,64.46,0.993,0,18,0.31,1,efficient,False,,3
operator,OP19,S2,2026-08-17,38.82,19.04,8.49,81.41,0.978,0,4,0.514,1,efficient,False,,1
operator,OP19,S2,2026-08-24,36.65,20.33,10.86,104.23,0.93,1,8,0.573,1,efficient,False,,1
operator,OP20,S2,2026-06-01,41.62,18.32,7.96,66.2,1.004,0,11,-0.054,1,efficient,False,,4
operator,OP20,S2,2026-06-08,42.03,16.92,8.62,85.41,0.993,0,12,0.152,1,efficient,False,,2
operator,OP20,S2,2026-06-15,42.75,21.09,7.63,55.91,1.049,1,9,0.015,1,efficient,False,,3
operator,OP20,S2,2026-06-22,25.57,20.76,7.92,61.99,1.049,0,4,-0.066,1,efficient,False,,4
operator,OP20,S2,2026-06-29,33.17,17.15,10.2,86.98,1.037,0,9,-0.045,1,efficient,False,,4
operator,OP20,S2,2026-07-06,20.52,21.58,8.34,71.16,0.966,0,9,0.246,1,efficient,False,,2
operator,OP20,S2,2026-07-13,40.48,20.45,7.99,66.57,0.996,1,9,0.247,1,efficient,False,,2
operator,OP20,S2,2026-07-20,32.88,19.59,11.33,62.49,0.997,3,10,0.001,1,efficient,False,,3
operator,OP20,S2,2026-07-27,20.53,23.6,9.41,45.54,1.019,0,6,0.038,1,efficient,False,,4
operator,OP20,S2,2026-08-03,35.38,19.85,8.1,56.1,1.012,1,13,-0.014,1,efficient,False,,4
operator,OP20,S2,2026-08-10,41.57,17.94,9.11,77.71,0.966,0,14,0.372,1,efficient,False,,1
operator,OP20,S2,2026-08-17,35.8,17.85,7.97,78.63,0.952,1,8,0.228,1,efficient,False,,2
operator,OP20,S2,2026-08-24,33.47,16.71,7.08,73.95,1.009,0,9,-0.016,1,efficient,False,,4
